act_1867_title; Act of British North America in 1867; X;;;;;;;;;;;
act_1867_desc; He established the Dominion of Canada, consisting of four colonies of the British Empire: Ontario and Quebec - the former Province of Canada (or Associated Canada) - New Brunswick and Nova Scotia. This law, which includes 147 articles, entered into force the provisions of the constitution of modern Canada, and has since been corrected several times, today it is still in force.; X;;;;;;;;;;;
act_1871_title; Act of British North America in 1871; X;;;;;;;;;;;
EVTDESC95241; Italian organization created by Mussolini in 1919. In 1921 the organization was transformed into the National Fascist Party. The headquarters was located in Milan. Its members wore black shirts, yellow and red stripes on the wrist (the colors of Rome). The symbol of the organization was the fascia - the ancient Roman symbol of power. The main objectives of the Italian Union of the struggle is the struggle against the Communists and strikes.; X;;;;;;;;;;;
EVTOPTA95241; Excellent!; X;;;;;;;;;;;
EVTNAME95242; march on Rome; X;;;;;;;;;;;
EVTDESC95242; After a few meetings in northern Italy, it became clear that a large proportion of the population supported the Nazis, Mussolini's statements became more open, for example, on the 60000th meeting in Naples, October 24, 1922 Mussolini declared publicly: "Programme of our Party is simple: we want to rule Italy "and" It's time to take control of the Nazis Italy. It is or will be transferred to us voluntarily or we'll go marching on Rome itself, and took him into his own hands. " Meanwhile, troops under the command of kvadrumvirov gradually occupied the city and key positions in the valley of the Po. In some cities skvadristov troops meet resistance army, but largely bloodless capture occurs.; X;;;;;;;;;;;
EVTOPTA95242; Approved by Mussolini as prime minister.; X;;;;;;;;;;;
EVTOPTB95242; to send troops to Rome!; X;;;;;;;;;;;
red_doubleyear; Red biennium; X;;;;;;;;;;;
red_doubleyear_desc; period of rising workers' movement in Italy, accompanied by a massive seizure of factories by workers and the creation of workers councils.; X;;;;;;;;;;;
lateran_pacts_title; Lateran agreements; X;;;;;;;;;;;
lateran_pacts_desc; Lateran Agreement - three documents constituting the agreement between Italy and the Holy See, signed February 11, 1929 in the Lateran Palace, the Secretary of State Gasparri and Mussolini. Italy recognized the sovereignty of the Holy See over the Vatican (Stata della citta del Vaticano) - restored the Church in the area of ??the state and a half square kilometers.; X;;;;;;;;;;;
vatican; Vatican; X;;;;;;;;;;;
EVTNAME95250; Hungarian Revolution; X;;;;;;;;;;;
EVTDESC95250; "The Revolution of 1848 - 1849 in Hungary, the bourgeois revolution, the task which consisted in the elimination of feudal serfdom and national oppression in the country, the conquest of Hungary's national independence. Was the final stage of the European Revolution of 1848-49. Its main driving forces were the peasants, artisans , the urban poor and workers. began March 15, 1848 popular uprising in Pest, which broke out under the influence of the news of the victory of the revolution in Vienna. During the uprising, led by steel and P. S. Petofi Vashvari, at public meetings adopted a program of the bourgeois-democratic reforms ("" Twelve points ""), power passed into the hands of the representatives of established democratic forces of the Committee of Public Safety. were soon organized teams of the National Guard. "; X;;;;;;;;;;;
EVTOPTA95250; Do everything to quell the rebellion!; X;;;;;;;;;;;
EVTOPTA95250; Do everything to quell the rebellion!; X;;;;;;;;;;;
EVTNAME95251; Revolution in Lombardy and Venice; X;;;;;;;;;;;
EVTDESC95251; Lombardy and Venice region, populated mostly by Italians, were handed over to the Austrian Empire by the decision of the Congress of Vienna in 1815. Duchy of Modena, Parma and Tuscany also virtually ruled from Vienna, since these states ruled by the house of Habsburg. The population was in a subordinate position, did not have a national policy autonomy and subjected to Germanization and reaction. The revolution began with the popular uprising in Palermo, January 12, 1848. Authorities moved quickly into the hands of the Provisional Government, almost coming out of obedience to the Bourbons. March 23 was proclaimed the Republic of St. Mark, Daniele Manin headed. It is an important point at this stage was the decision of King Charles Albert of Piedmont lead the liberation struggle. March 25, 1848, he declared war on Austria, the Piedmontese troops marched into Lombardy.; X;;;;;;;;;;;
EVTOPTA95251; Send the troops!; X;;;;;;;;;;;
EVTOPTB95251; It is not up to them; X;;;;;;;;;;;
EVTNAME95252; Galician Massacre; X;;;;;;;;;;;
EVTDESC95252; Austrian authorities during the preceding Spring nations to suppress the outbreak of the uprising for independence in the attached as a result of section 1772 of Polish Galicia used displeasure of local residents, and spread rumors that nobles planned to start military actions against the peasantry, whose purpose will be to mass murder . Thus, an impetus to the murder and robbery of noble estates. Almost simultaneously with the Cracow uprising began peasants in Galicia. The armed forces of the peasants robbed and destroyed within a few days in February-March 1846, more than 500 estates (in Tarnow area were destroyed, more than 90% of estates). Victims are often the most brutal way (hence the name of the event "massacre"), from 1200 to 3000 people. Almost exclusively members of the gentry, nobility, government officials, dozens of priests.; X;;;;;;;;;;;
EVTOPTA95252; Let killed; X;;;;;;;;;;;
RUT_proletarian_dictatorship; ZUNR; X;;;;;;;;;;;
RUT_presidential_dictatorship; Western Ukraine; X;;;;;;;;;;;
RUT_bourgeois_dictatorship; Western Ukraine; X;;;;;;;;;;;
RUT_fascist_dictatorship; Western Ukraine; X;;;;;;;;;;;
RUT_democracy; Western Ukraine; X;;;;;;;;;;;
EVTNAME95253; Beginning of the End; X;;;;;;;;;;;
EVTDESC95253; Ever since 1867, Hungary and Austria have existed in Austria-Hungary as two separate states, held together by personal union. Since the beginning of the collapse of the Habsburg Empire October 17, 1918 the Hungarian Parliament broke the union with Austria and proclaimed the independence of the country. In March 1919, seized power in the country representatives of the Communist Party, so that was proclaimed the Hungarian Soviet Republic; X;;;;;;;;;;;
EVTOPTA95253; disaster!; X;;;;;;;;;;;
EVTNAME95254; formation of Czechoslovakia; X;;;;;;;;;;;
EVTDESC95254; decisive for the independence of Czechs and Slovaks events took place October 28, 1918 On this day, the government of Austria-Hungary announced its intention to conclude an armistice with the Entente powers, thereby acknowledging his defeat. The Prague National Committee, who took in hand the civil and military administration, announced the creation of an independent state. At him and was designated as the interim government. Local authority was entrusted with the previous administration, retained the old legislation, including those related to property relations. The Committee is headed by five politicians, later called "Men of October 28" - Czechs Shvegla A., A. Rashid, F. Soukup, J. Strshibr-HYDRATED Slovak and V. Shrobar. Oct. 30 the Slovak National Council supported the independence of the "Czech-Slovak nation" on the basis of the right to national self-determination of the Slovaks. October days are national-democratic revolution, laid the foundation of the Czech-Slovak state.; X;;;;;;;;;;;
EVTOPTA95254; disaster!; X;;;;;;;;;;;
EVTNAME95255; First Republic of Austria; X;;;;;;;;;;;
EVTDESC95255; According to the St. Germain treaty, the new Austrian state had a small area and the German-speaking population. Areas of the German population in Bohemia and Moravia were ceded to Czechoslovakia, and Austria was forbidden to unite with the newly founded German (Weimar) republic. Considerable areas in the southern Tyrol, inhabited by Germans, went to Italy. Austria received the land east of Hungary, Burgenland. The Constitution of the Republic of Austria, adopted in 1920, included the introduction of the post of president with representative functions, a bicameral legislature, the lower house which was to be elected by the entire adult population of the country. The government, headed by the Chancellor was responsible to Parliament. Austria was in fact the new federation, the population of the city of Vienna and eight plots of land were elected Assembly (Diet), which enjoyed broad rights authorities.; X;;;;;;;;;;;
EVTOPTA95255; Long live the republic!; X;;;;;;;;;;;
EVTNAME95256; formation of Czechoslovakia; X;;;;;;;;;;;
EVTDESC95256; decisive for the independence of Czechs and Slovaks events took place October 28, 1918 On this day, the government of Austria-Hungary announced its intention to conclude an armistice with the Entente powers, thereby acknowledging his defeat. The Prague National Committee, who took in hand the civil and military administration, announced the creation of an independent state. At him and was designated as the interim government. Local authority was entrusted with the previous administration, retained the old legislation, including those related to property relations. The Committee is headed by five politicians, later called "Men of October 28" - Czechs Shvegla A., A. Rashid, F. Soukup, J. Strshibr-HYDRATED Slovak and V. Shrobar. Oct. 30 the Slovak National Council supported the independence of the "Czech-Slovak nation" on the basis of the right to national self-determination of the Slovaks. October days are national-democratic revolution, laid the foundation of the Czech-Slovak state.; X;;;;;;;;;;;
EVTOPTA95256; disaster!; X;;;;;;;;;;;
EVTNAME95257; Galician conflict; X;;;;;;;;;;;
EVTDESC95257; October 7, 1918 Board of Regents, said in Warsaw on the plan of restoration of Polish independence, and October 9, the Polish deputy Austrian Parliament decided to merge in the former Polish lands of Poland, including Galicia. In response to this, the next day (October 10) Ukrainian faction, led by Eugene Petrushevych decided to convene in Lviv, Ukrainian National Council - Parliament of Ukrainians of Austria-Hungary. Council declared its goal the creation of the Ukrainian state on the territory of Galicia, Bukovina and Transcarpathia. This was the beginning of the confrontation between Poles and Ukrainians in Galicia.; X;;;;;;;;;;;
EVTOPTA95257; right; X;;;;;;;;;;;
EVTNAME95258; independence of Croatia; X;;;;;;;;;;;
EVTDESC95258; crisis in our empire took a disastrous extent, the Croats declared their independence; X;;;;;;;;;;;
EVTOPTA95258; nothing we can not help it; X;;;;;;;;;;;
EVTNAME95259; independence of Croatia; X;;;;;;;;;;;
EVTDESC95259; crisis in our empire took a disastrous extent, the Croats declared their independence; X;;;;;;;;;;;
EVTOPTA95259; nothing we can not help it; X;;;;;;;;;;;
EVTNAME95260; State of Slovenes, Croats and Serbs; X;;;;;;;;;;;
EVTDESC95260; State of Slovenes, Croats and Serbs (GSKHS) - public education, which arose in the Balkans after the collapse of Austria-Hungary. Emerged from the unification of the Kingdom of Croatia and Slavonia, Dalmatia Kingdom, Bosnia and Herzegovina and Krajina in a single state October 29, 1918. December 1 of that year, the state merged with the Kingdom of Serbia, thereby creating Yugoslavia.; X;;;;;;;;;;;
EVTOPTA95260; right; X;;;;;;;;;;;
EVTNAME95261; State of Slovenes, Croats and Serbs; X;;;;;;;;;;;
EVTDESC95261; State of Slovenes, Croats and Serbs (GSKHS) - public education, which arose in the Balkans after the collapse of Austria-Hungary. Emerged from the unification of the Kingdom of Croatia and Slavonia, Dalmatia Kingdom, Bosnia and Herzegovina and Krajina in a single state October 29, 1918. December 1 of that year, the state merged with the Kingdom of Serbia, thereby creating Yugoslavia.; X;;;;;;;;;;;
EVTOPTA95261; right; X;;;;;;;;;;;
yugoslav_union_title; Kingdom of Serbs, Croats and Slovenes; X;;;;;;;;;;;
yugoslav_union_desc; statist idea of ??Yugoslavia was among the southern Slavs, which meant the creation of a unified state, which brings together all the Slav peoples of the Balkans (except Bulgaria). The idea was implemented in 1918 after the collapse of the Austro-Hungarian Empire and the establishment of the Kingdom of Serbs, Croats and Slovenes.; X;;;;;;;;;;;
EVTNAME95161; independent Poland; X;;;;;;;;;;;
EVTDESC95161; March 16, 1917 the Provisional Government recognizes the independence of Poland, subject to the conclusion with Russia "free military union».; X;;;;;;;;;;;
EVTOPTA95161; right; X;;;;;;;;;;;
EVTNAME95162; Independent Finland; X;;;;;;;;;;;
EVTDESC95162; In 1917, after the February Revolution and the fall of the autocracy in Russia, the power was transferred to the Provisional Government, which went toward public opinion. In Finland, was issued a manifesto abolishing the integration of all the measures undertaken since 1899 to restore law goda.Odnako autonomous rights in Finland has been rejected by the Provisional Government, the Diet dissolved, and its building of the Russian troops have occupied. But were in the Grand Duchy of the Russian army no longer had control over the situation. Police had been dissolved and ceased to maintain order. By the summer of 1917 the idea of ??independence was significant rasprostanenie. The October Revolution of 1917 overthrew the Provisional Government, which allowed the Finnish Senate December 4, 1917 to sign the Declaration of Independence of Finland, which was approved by Parliament on 6 December. Thus was proclaimed the independence of Finland, which was declared a republic at the same time.; X;;;;;;;;;;;
EVTOPTA95162; right; X;;;;;;;;;;;
EVTNAME95163; collapse of the empire; X;;;;;;;;;;;
EVTDESC95163; the February Revolution led to a marked strengthening of separatism. The interim government is powerless to restrain the national borders of the empire, resulting in some areas declared their independence; X;;;;;;;;;;;
EVTOPTA95163; right; X;;;;;;;;;;;
EVTNAME95164; Ukrainian Soviet Socialist Republic; X;;;;;;;;;;;
EVTDESC95164; "March 10, 1919, in the midst of civil war, the Bolsheviks proclaimed an independent Ukrainian Soviet Socialist Republic (SSR; first Ukrainian Soviet Socialist Republic), located in a military alliance with the RSFSR."; X;;;;;;;;;;;
EVTOPTA95164; Glory to Lenin!; X;;;;;;;;;;;
EVTNAME95165; Byelorussian Soviet Socialist Republic; X;;;;;;;;;;;
EVTDESC95165; After the Red Army liberated a large part of Belarus, July 31, 1920 formed the Belarusian Soviet Socialist Republic, renamed after the establishment of the Soviet Union in 1922 in the Byelorussian Soviet Socialist Republic (BSSR).; X;;;;;;;;;;;
EVTOPTA95165; Glory to Lenin!; X;;;;;;;;;;;
EVTNAME95184; Kingdom of Romania; X;;;;;;;;;;;
EVTDESC95184; May 9, 1877 Parliament declared the full independence of Romania. In accordance with the decision of the Congress of Berlin in 1878, Romania received international recognition as an independent state. By the same treaty, Russia is once again occupied the southern parts of Bessarabia, but instead, Romania received Northern Dobruja with Constance, which still belonged to Turkey. In 1881, Romania was proclaimed a kingdom.; X;;;;;;;;;;;
EVTOPTA95184; Bad!; X;;;;;;;;;;;
EVTNAME95262; Transylvania; X;;;;;;;;;;;
EVTDESC95262; December 1, 1918 during the collapse of Austria-Hungary at the Congress of Romanians in the city of Alba Iulia delegates decided to join the Hungarian Transylvania, formerly of the Kingdom of Romania. Entry is separately adjusted in relation to the Hungarian Transylvanian part of Romania, the socialist revolution in Hungary, territorial disputes, Hungary and Czechoslovakia led to the beginning Czechoslovak-Hungarian War. In 1919, opened in Transylvania Romanian-Hungarian front, and in the summer of that year, Romanians made in Budapest. The socialist government in Hungary fell, and after the signing of the Treaty of Trianon, which were fixed documented the collapse of Austria-Hungary and Hungary's defeat in World War I, Transylvania finally became part of Romania.; X;;;;;;;;;;;
EVTOPTA95262; Bad!; X;;;;;;;;;;;
EVTNAME95270; break the union; X;;;;;;;;;;;
EVTDESC95270; reason for the disintegration of the union served as a so-called. Consular question, is the increasing insistence of Norwegians have their own consulate, and actually complete equality with Sweden. In the 1890s, these requirements were joined by the conservative-bourgeois circles in Norway. Oscar II refused to meet the demands of their own consulate, which led to deep divisions and government crisis in Norway. In 1905, the Storting voted unanimously for the creation of a Norwegian consular authority that Oscar II, again, is not approved. Following this, the Storting declared that the king could no longer fulfill its duty to the people and the union dissolved June 7, 1905. August 13 referendum was held, in which the dissolution of the union voted 368 208, against 187 people.; X;;;;;;;;;;;
EVTOPTA95270; recognize the independence of Norway; X;;;;;;;;;;;
EVTOPTB95270; Wait; X;;;;;;;;;;;
EVTOPTC95270; We have to suppress a revolt!; X;;;;;;;;;;;
IMP; supporters of the emperor; X;;;;;;;;;;;
IMP_ADJ; Japanese.; X;;;;;;;;;;;
TKG; Tokugawa Shogunate; X;;;;;;;;;;;
TKG_ADJ; Japanese.; X;;;;;;;;;;;
kanagav_pacts_title; Kanagavsky contract; X;;;;;;;;;;;
kanagav_pacts_desc; Kanagavsky contract - a contract signed by March 31, 1854 between the United States in the person of Commodore Matthew Perry and Japan. The agreement opened the Japanese ports of Shimoda and Hakodate to American trade, guaranteed the safety of shipwrecked, and allowed the U.S. to create a permanent consulate. This put an end to the political isolation of Japan, which lasted two hundred years; X;;;;;;;;;;;
EVTNAME95300; End of Isolation; X;;;;;;;;;;;
EVTDESC95300; In the XIX century, Japan had to interrupt his self-imposed isolation from the world, as more and more persistent attempts were made Western countries to establish relations with it. The most proactive in this regard were the U.S., in need of interim parking on the road to China, with whom they were at the time a brisk trade. At first the Japanese peace proposals Americans refused, which led to the threat of armed attack by U.S. authorities in 1853. Frightened by a demonstration of American military might, the Japanese government was forced to agree to all the requirements imposed. As a result, numerous treaties were signed with the United States and most Western European countries. Japan, these agreements have caused nothing but harm, because the Japanese were forced to accept all the terms of trade imposed on them from outside. And without that is not very developed Japanese economy could not stand the pressure of the developed capitalist nations of the West and cracked. Deteriorated condition of the peasants and artisans, which led to numerous riots, finally undermined the authority of the ruling Tokugawa clan.; X;;;;;;;;;;;
EVTOPTA95300; Maybe it's for the better; X;;;;;;;;;;;
EVTNAME95301; sleepily Dzei; X;;;;;;;;;;;
EVTDESC95301; After the conclusion of the western states a number of unequal treaties, interference of these states in the internal affairs of Japan and the arrival on the island of foreigners has created a real threat to the colonization of the country. In response to it among Japanese intellectuals and the samurai emerged socio-political movement Dzei sleepily. Amid rising popularity of this movement, the Emperor of Japan, under the law has traditionally served a ceremonial function, has been actively involved in politics. In 1863 he was ordered to cancel all agreements with the "barbarians," and themselves expelled from the country. Failure to perform the shogunate imperial decree further discredited the samurai government.; X;;;;;;;;;;;
EVTOPTA95301; Excellent!; X;;;;;;;;;;;
EVTNAME95302; decree on the restoration of Imperial rule; X;;;;;;;;;;;
EVTDESC95302; At the end of 1867 in Japan, was published by the "Decree on the restoration of Imperial rule," which proclaimed the liquidation of the shogunate, the elimination of the Tokugawa kind of governance and the creation of a new government, headed by Emperor Meiji. January 3, 1868 troops of the principality of Satsuma, Choshu and Tosa occupied Kyoto and gained control of the Imperial Palace. January 17, 1868 Yoshinobu said he did not recognize the decree and asked the Emperor to cancel it. Proponents of the Shogunate Tokugawa and proimperatorskie forces entered into open conflict.; X;;;;;;;;;;;
EVTOPTA95302; The Emperor is the sole ruler!; X;;;;;;;;;;;
EVTNAME95303; Boshin War; X;;;;;;;;;;;
EVTDESC95303; confrontation between the shogunate and the reformist movement proimperatorskim "sleepily Dzei" lasted years. In November 1866 the Emperor Meiji gave his assent to two rebellious Satsuma and Choshu principalities in the overthrow of the shogunate, but the reigning Shogun Tokugawa Yoshinobu deftly bypassed this obstacle by abandoning his post (but not on their power) the next day. The situation worsened January 3, 1868, when Emperor Meiji declared the restoration of the fullness of imperial power. Seven days later, after the Shogun Tokugawa Yoshinobu announced that the imperial declaration "illegal" war broke out.; X;;;;;;;;;;;
EVTOPTA95303; For the Emperor!; X;;;;;;;;;;;
EVTNAME95304; Meiji Restoration; X;;;;;;;;;;;
EVTDESC95304; In 1866-1869 the leaders of Satsuma and Choshu principalities succeeded in overthrowing the Tokugawa Shogunate government and to restore imperial rule. As a result of these events, known as the Meiji Restoration, feudal structure was destroyed, and Japan embarked on the capitalist path of development.; X;;;;;;;;;;;
EVTOPTA95304; Long live the Emperor!; X;;;;;;;;;;;
bakumatsu; Bakumatsu; X;;;;;;;;;;;
bakumatsu_desc; Bakumatsu - a troubled time in Japanese history, the final part of the Edo period, covering the period from 1853 to 1869, from arrival in the country, "black ships" of the American Commodore Matthew Perry, to the end of the Civil War Boshin.; X;;;;;; ,,,,;
sonno_joi; sleepily Dzei; X;;;;;;;;;;;
sonno_joi_desc; Japanese political movement since the Edo Period; X;;;;;;;;;;;
meiji_period; Meiji Period; X;;;;;;;;;;;
meiji_period_desc; After the Meiji Restoration, Japan's new government committed itself to modernize the country. The motto of the reforms has been chosen the slogan "fukoku kehey" ("a rich country, strong army"). A policy of "enlightenment from above».; X;;;;;;;;;;;
JAP_prussian_constitutionalism; Japanese Empire; X;;;;;;;;;;;
iwakura_mission_title; Iwakura Mission; X;;;;;;;;;;;
iwakura_mission_desc; Japanese government's 1871-1873 mission to Europe and America, led by Iwakura Tomomi. The Embassy was sent to 15 countries with which Japan's 1871 diplomatic relations were established. The tasks included the review of the Embassy of the unequal treaties with these powers and the introduction to their culture and constitution. September 13, 1873 the Embassy has returned to his homeland. Although the government Iwakura mission has not succeeded in revising the unequal treaties, but it was a truly invaluable information on the principles of modern society.; X;;;;;;;;;;;
zaibatsu_sistem_title; formation of Zaibatsu; X;;;;;;;;;;;
zaibatsu_sistem_desc; industrialization of the Japanese economy from the ground called for the creation of modern industry (shipbuilding, manufacture of powder, cement, glass, cotton, etc.). Problems of this scale private capital could not draw, and they had to deal with the government. Large-scale government investment of the 1870s allowed the Japanese to solve these problems, however, led to an increase in inflation, prompting the government to seek ways to reduce government spending. In the early 1880s the government decided to leave his only strategic management of the industry (shipbuilding, the manufacture of weapons, railroads, telegraph, etc.) and assets in other industries to sell, usually at a low purchase price, trade-related government c groups of Mitsui, Mitsubishi, Sumitomo and Yasuda, which led to the formation of the zaibatsu in Japan.; X;;;;;;;;;;;
zaibatsu; Zaibatsu system; X;;;;;;;;;;;
zaibatsu_desc; term Zaibatsu used c XIX until the first half of XX century to name the large families that control the banking and industrial associations in Japan; X;;;;;;;;;;;
agrarian_reform_1872_title; Agrarian Reform 1872-1873; X;;;;;;;;;;;
agrarian_reform_1872_desc; "The new government faced the task of strengthening the country's rapid economic and military terms, formulated by the leaders of the Meiji slogan as" "the creation of a rich country and strong army '." The most important step towards the implementation of this policy was the agrarian reform 1872-1873. which had far-reaching social consequences. reform, set out new, established already by the time the agrarian relations, led to the abolition of feudal land rights. Earth became alienated capitalist property, subject to the uniform land tax for the benefit of the public treasury. If the peasants, the holders of ancestral land received them in the property, the tenant farmers are no proprietary rights to the land is not purchased. Ownership of the mortgaged land was recognized for those to whom the land had been laid. farmers have been removed and community land - grasslands, forests, wastelands. Reform thus helped to maintain oppressive conditions of the land lease, the further dispossession of the peasants, the expansion of tenure so-called new landlords, who subsequently bought much of the communal land reform announced by the state, the imperial property. "; X;;;;;;;;; ;;
japan_land_tax_title; land tax; X;;;;;;;;;;;
japan_land_tax_desc; in 1873 in the Empire of Japan was introduced by a single land tax, which is independent of the crop was 3% of the value of the land. Tribute rice, replaced by cash payments. As a result, nearly 80% of government revenue amounted to the payment of this tax.; X;;;;;;;;;;;
land_tax; land tax; X;;;;;;;;;;;
land_tax_desc; in 1873 in the Empire of Japan was introduced by a single land tax, which is independent of the crop was 3% of the value of the land. Tribute rice, replaced by cash payments. As a result, nearly 80% of government revenue amounted to the payment of this tax.; X;;;;;;;;;;;
japan_imperial_university_title; Imperial University; X;;;;;;;;;;;
japan_imperial_university_desc; In 1872 the government issued a decree establishing a new system of education based on the French. The Japanese Empire divided into eight districts with 32 districts. In each district, planned to establish a university. In 1877 he was created first in Tokyo Imperial University.; X;;;;;;;;;;;
imperial_university; Imperial University; X;;;;;;;;;;;
japan_shipbuilding_title; shipbuilding program; X;;;;;;;;;;;
japan_shipbuilding_disc; first program of naval construction in Japan have developed in the 1860s. when the Commission on Military Affairs presented a plan for coastal defense, in accordance with which the whole country will be divided into 15 maritime districts. In order to protect their plans to build 370 ships, divided into 15 squadrons. The development of the fleet inevitably stimulated by finding in the Japanese waters of the Anglo-Franco-Dutch squadron.; X;;;;;;;;;;;
shipbuilding_program; shipbuilding program; X;;;;;;;;;;;
EVTNAME95306; system of rewards; X;;;;;;;;;;;
EVTDESC95306; Reward System in the Japanese Empire began to take shape in the Meiji era. Their work was the establishment of the Order of the Rising Sun (1875), the Order of Chrysanthemum Grand Cordon (1877), with the chain of the Order of Roses (1888), the Order of the Rising Sun with flowers on the Grand Cordon of the Paulownia (1888), the Order of the Crown Jewels (1888) and Order Sacred Treasure (1888). The first awards ceremony was held by Japanese Order of December 31, 1875 in Tokyo. Awards have been awarded the Emperor of Japan and the seven members of the imperial family. Also awarded the Order of the participants in restoring the authority of the emperor.; X;;;;;;;;;;;
EVTOPTA95306; Excellent!; X;;;;;;;;;;;
japan_danger_title; potential threat; X;;;;;;;;;;;
japan_danger_desc; Korea, due to its geographical proximity to Japan, considered the latter as "a knife aimed at the heart of Japan." Non-foreign, especially European, control over Korea, and it is desirable to take her under his control, was the main goal of Japanese foreign policy; X;;;;;;;;;;;
EVTNAME95307; Pyatistateynaya oath; X;;;;;;;;;;;
EVTDESC95307; April 6, 1868 the Emperor issued Pyatistateynuyu oath, in which he outlined the basic principles of restorative course. They included the collegial governance, participation of all classes in the decision-making, the rejection of xenophobia and the respect for international law, openness to the world of Japan in order to obtain new knowledge necessary to strengthen the country. The oath was drawn up before the deities of all members of the Japanese government, in the presence of the Emperor.; X;;;;;;;;;;;
EVTOPTA95307; Full Throttle!; X;;;;;;;;;;;
EVTNAME95308; Approved by the structure of government; X;;;;;;;;;;;
EVTDESC95308; June 11, 1868 was approved by the structure of government, which became known as the Great Council of State. From the U.S. Constitution, the Japanese borrowed the formal separation of powers into legislative, executive and judiciary, and ordered to be re-elected officials in the office every 4 years. In the central government were established senior services, which served as the ministries and the regions - the younger, who represented the central authority in the field.; X;;;;;;;;;;;
EVTOPTA95308; remarkable; X;;;;;;;;;;;
EVTNAME95309; hundred known species of the Edo; X;;;;;;;;;;;
EVTDESC95309; Series prints by Japanese artist Hiroshige, he created during the 1856-1858 years. It consists of 118 pages plus a cover. The series includes 119 sheets of portrait format (oban tateye), united by a common storyline - depicting the landscape and domestic sketches of the city of Edo. It is the largest series of woodcuts of this size, printed in the technique of nishiki-e (nishiki-e) ever built in Japan. Topic of the city of Edo (Tokyo) was one of the most beloved artist, born in it. All in all throughout his life he has created about 1,080 sheets, which would have figured this capital city. In this series he highlighted not only the beauty of the Edo period, but also included references to the history, traditions and legends. The theme of the image were the prints are not the most famous places of the city, and those who are interested in the master of his picturesqueness. About a third sheet shows the water that surrounded the Edo at that time. The mountains, especially the peak of Mount Fuji, is also featured on the landscape background.; X;;;;;;;;;;;
EVTOPTA95309; Excellent sketches; X;;;;;;;;;;;
EVTNAME95310; Shinto became the state religion; X;;;;;;;;;;;
EVTDESC95310; In the first years of the Meiji Restoration was issued a decree on the separation of Buddhism from Shinto, Shinto creation of the Department, and published an official declaration, declaring Shinto the state religion of Japan (to this point has been the official state religion of Buddhism). In April 1869 the Emperor Meiji himself had service in the ceremonial hall of the palace, during which the front of the pantheon of kami was sworn in, thereby giving official status of the union of Shinto and the Japanese state.; X;;;;;;;;;;;
EVTOPTA95310; Excellent!; X;;;;;;;;;;;
EVTNAME95311; deification Yoshida Shoin; X;;;;;;;;;;;
EVTDESC95311; Yoshida Shoin Japanese politician, philosopher, educator and strategist at the middle of the XIX century the late Edo period. One of the theoretical and spiritual guides of the Meiji Restoration. In 1858, the Shogunate signed the Japan-US agreement on cooperation and trade, prompting sharp criticism of Japanese intellectuals, and the Seine, in particular. In 1859, the shogunate began to crackdown on political opposition and ordered the Choshu Khan issue Seine. He arrived in Edo, November 21, 1859, and after the interrogation had been executed. Before his death, during his stay in the chamber, Sein managed to make "an unforgettable records of the spirit" to his followers and the "Letter of eternal separation" for the family. After the Meiji Restoration, in which the active involvement of students Seine, he was proclaimed Shinto deity, and in his honor in Tokyo, built the sanctuary Sein.; X;;;;;;;;;;;
EVTOPTA95311; great man; X;;;;;;;;;;;
EVTNAME95312; establishment of monuments Saigo Takamori; X;;;;;;;;;;;
EVTDESC95312; Saigo Takamori - one of the most influential samurai in Japanese history, the participant Satsumskogo revolt against the Meiji reforms. After being defeated by government troops near Kumamoto, Saigo retreated to Kagoshima. At the siege of the city was shot and killed himself according to the customs of the samurai. The Government is aware of his popularity, and despite the fact that Saigo was declared a rebel and deprived of all the titles and ranks, already in 1889 he was posthumously pardoned. Moreover, he was assigned to one of the highest court ranks. The memory of Saigo Takamori - an outstanding figure in the Meiji Restoration - immortalized by a bronze statue, installed in Tokyo's Ueno Park. The creator of the monument to the famous sculptor Takamura Cone Japan.; X;;;;;;;;;;;
EVTOPTA95312; The Last Samurai; X;;;;;;;;;;;
EVTNAME95313; Home Taisho period; X;;;;;;;;;;;
EVTDESC95313; Taisho era (Taisho jidai Jap.) - the period in Japanese history when Emperor Yoshihito was. The motto of the reign of the Emperor, which gave the name of the era - Taisho ("Great Justice"). This era was a time of the liberal movement, known as the "Taisho democracy". To replace the power came genro Parliament and the Democratic Party.; X;;;;;;;;;;;
EVTOPTA95313; Taisho era; X;;;;;;;;;;;
EVTNAME95314; Showa period beginning; X;;;;;;;;;;;
EVTDESC95314; Showa period - the reign of Emperor Showa (Hirohito). Period of the most tragic in the history of the country and contradictory. Over the years, Japan has passed a difficult way of liberalism and parliamentary democracy to militarism, World War II, military defeat and occupation by foreign troops, and then to economic recovery and prosperity.; X;;;;;;;;;;;
EVTOPTA95314; Showa era; X;;;;;;;;;;;
taisho_period; Taisho era; X;;;;;;;;;;;
taisho_period_desc; Taisho era - a period in Japanese history when Emperor Yoshihito was.; X;;;;;;;;;;;
showa_period; Showa Period; X;;;;;;;;;;;
showa_period_desc; Showa period - the reign of Emperor Showa; X;;;;;;;;;;;
EVTNAME95320; collapse of union; X;;;;;;;;;;;
